"","Number","Cell","Slice","Date","Sample","Mouse","Mouse date of birth","Mouse age","Mouse gender","Mouse genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","Hold Time (min)","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","top_cluster_score","C1qb","Tyrobp","cell id","AP Fano factor","AP amplitude (mV)","AP amplitude adaptation index","AP amplitude average adaptation index","AP coefficient of variation","AP threshold (mV)","AP width (ms)","Afterdepolarization (mV)","Afterhyperpolarization (mV)","Burstiness","ISI Fano factor","ISI adaptation index","ISI average adaptation index","ISI coefficient of variation","Input resistance (MOhm)","Latency (ms)","Latency @ +20pA current (ms)","Max number of APs","Membrane time constant (ms)","Rebound (mV)","Rebound number of APs","Resting membrane potential (mV)","Rheobase (pA)","Sag area (mV*s)","Sag ratio","Sag time (s)","Spike frequency adaptation","Upstroke-to-downstroke ratio","Wildness","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Macrophage","Oligo","Peri","SMC","VLMC"
"11",11,"20171219_sample_3","20171219_slice_3",2017-12-19,"sample 3","mouse_KKXUD",2017-10-19,61,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",427369,453683,79849,1,12376,"IT","L4/5 IT_2",0.99,"L4/5 IT_2 (99.4%)","L5 IT ALM Lypd1 Gpr88 (68.0%), L5 IT VISp Hsd11b1 Endou (19.0%), L4 IT VISp Rspo1 (13.0%)","L5 IT ALM Lypd1 Gpr88 (68.0%), L5 IT VISp Hsd11b1 Endou (19.0%), L4 IT VISp Rspo1 (13.0%)","L5 IT ALM Lypd1 Gpr88","68.0%), L5 IT VISp Hsd11b1 Endou","68.0",", L5 IT VISp Hsd11b1 Endou","L5",2247,397.84,"Fede",10,"717.4",270.8,560.8,1547.808,"y",NA,68,4.70340928490274,4.50499711872206,"20171219_sample_3",4.04509749178668,90.8973813056946,0.554456604181764,1.00838118681639,0.249557695562632,-42.491365224123,1.59999999999999,0,0.213224440813065,0.456954667290674,0.00849763808423029,2.02257336343115,1.65860420861688,0.39174549433397,124.003156711658,104.12,71.04,11,14.1118661014678,1.81021333173391,0,-73.1868996709585,120,0,1.09718456098569,0,0.571428571428571,4.65787965551365,0,"Glutamatergic","L4_on",197.935219162904,0.913052682913072,NA,0.442652607460663,-Inf,0.283623384771741,NA,0.208145081720766,0.214163418529081,0.0853777815887976,NA,NA,0.124793888929856
"12",12,"20171219_sample_4","20171219_slice_4",2017-12-19,"sample 4","mouse_KKXUD",2017-10-19,61,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",980179,592515,101977,2,12747,"ET","L5 ET_1",0.96,"L5 ET_1 (95.6%)","L5 PT VISp Krt80 (97.0%)","L5 PT VISp Krt80 (97.0%)","L5 PT VISp Krt80","97.0%)","97.0","","L5",2222,515.48,"Fede",8,"911.6",332.7,599.8,1655.448,NA,NA,97,0.0255428751242536,-1.36474471660176,"20171219_sample_4",3.96900403828343,97.2878150641918,0.713558325048222,1.17381688308368,0.263997094910532,-44.0091267228127,1.19999999999998,0,-1.41772627830505,0.611940298507463,0.00276658595198913,1.5906432748538,2.53102149352028,0.31558285991117,113.450759833058,61.12,38.6,22,12.0314388633986,3.16218295478286,0,-70.1149203687906,120,46.6731679064037,1.20916581096543,0.50656,0.833333333333333,3.63906976259747,0,"Glutamatergic","L5.PT_on",229.620405680545,1.05921284925883,NA,0.595656409425697,Inf,0.0924271640521001,NA,0.181357076202274,0.0717628012823805,0.0937134504795977,NA,NA,0.0360053054060029
"13",13,"20171219_sample_6","20171219_slice_6",2017-12-19,"sample 6","mouse_KKXUD",2017-10-19,61,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",2471422,3168436,549646,1,18199,"ET","L5 ET_2",0.82,"L5 ET_2 (81.6%), L5 ET_4 (12.1%), L5 ET_3 (5.1%)","L5 PT VISp Lgr5 (100.0%)","L5 PT VISp Lgr5 (100.0%)","L5 PT VISp Lgr5","100.0%)","100.0","","L5",1877,430.57,"Fede",10,"642.3",234.3,589.4,1626.744,"y",NA,100,4.27918325672838,6.47684206885182,"20171219_sample_6",2.4049005033006,102.040879428387,0.904810934970142,0.989830361195962,0.212983643251126,-46.829842031002,1.20000000000001,0,-0.43453648686409,0.260042283298097,0.00180884241435563,0.819391634980989,1.39496397194366,0.277207206931052,115.032886952162,140.76,87.84,26,16.4713213623952,4.739403243128,0,-71.3529561519623,100,48.5413872709871,1.34397824162001,0.52764,0.733333333333333,3.57474791247271,0,"Glutamatergic","L5.PT_on",165.494771232487,0.763408581458891,NA,0.468726993375715,-Inf,0.117346678618546,NA,0.293253021578269,0.132115637763981,0.0921110454646483,NA,NA,0.106848365897461
"14",14,"20171219_sample_7","20171219_slice_7",2017-12-19,"sample 7","mouse_KKXUD",2017-10-19,61,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1060473,251288,95858,1,14483,"IT","L5 IT_1",0.61,"L5 IT_1 (61.3%), L4/5 IT_2 (37.3%)","L5 IT ALM Lypd1 Gpr88 (44.0%), L5 IT ALM Cbln4 Fezf2 (29.0%), L5 IT ALM Tmem163 Dmrtb1 (11.0%)","L5 IT ALM Lypd1 Gpr88 (44.0%), L5 IT ALM Cbln4 Fezf2 (29.0%), L5 IT ALM Tmem163 Dmrtb1 (11.0%)","L5 IT ALM Lypd1 Gpr88","44.0%), L5 IT ALM Cbln4 Fezf2","44.0",", L5 IT ALM Cbln4 Fezf2","L5",1826,713.3,"Fede",12,"645.1",235,591.2,1631.712,"y",NA,44,6.75488295357108,7.94523676120152,"20171219_sample_7",4.17845118319802,93.8744507730007,0.588978840431974,1.0199512075601,0.286900000694912,-41.4273664355278,1.35999999999997,0,2.59877741336823,0.531003382187147,0.00449365667574932,1.94560669456067,1.74179961761447,0.34991850650127,128.009014981134,151.04,91.28,17,14.2551450812391,1.41003779036961,0,-71.568008685112,80,0,1.08429153671343,0,0.888888888888889,4.05094687652092,0,"Glutamatergic","L5.IT_on",262.47338064994,1.21075989108565,NA,0.475302893160148,Inf,0.15386591745564,NA,0.0839749746273367,0.348021110681274,0.098063576546904,NA,NA,0.0754600143337802
"15",15,"20171219_sample_8","20171219_slice_8",2017-12-19,"sample 8","mouse_KKXUD",2017-10-19,61,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",6440446,745288,278593,1,18360,"ET","L5 ET_1",0.88,"L5 ET_1 (88.3%), L5 ET_2 (6.3%), L5 ET_4 (4.7%)","L5 PT VISp Krt80 (85.0%), L5 PT ALM Hpgd (8.0%), L5 PT ALM Slco2a1 (7.0%)","L5 PT VISp Krt80 (85.0%), L5 PT ALM Hpgd (8.0%), L5 PT ALM Slco2a1 (7.0%)","L5 PT VISp Krt80","85.0%), L5 PT ALM Hpgd","85.0",", L5 PT ALM Hpgd","L5",2159,1307.7,"Fede",11,"654.3",239.5,513,1415.88,"y",NA,85,-1.36474471660177,2.78537990032076,"20171219_sample_8",3.94983506037882,94.5838764309883,0.654061642324218,1.01381025637344,0.238040318820078,-44.0932996571064,1.31999999999999,0,0.927560031414032,0.782131661442006,0.0106682357934499,1.60119047619047,9.93803553665563,0.489011371773349,86.8868508165081,133.56,72.68,14,15.4859378045054,2.53585895426943,0,-70.9855164214969,160,0,1.2026537783585,0,1,3.95051404045603,0,"Glutamatergic","L5.PT_on",230.468250684561,1.06312386195725,NA,0.556711601838191,Inf,0.0861916539786706,NA,0.211373403835989,0.0822678913704594,0.075635225872636,NA,NA,0.0604330941450791
"16",16,"20180102_sample_1","20180102_slice_1",2018-01-02,"sample 1","mouse_HXCVU",2017-10-19,75,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1242323,1373770,310531,1,17573,"ET","L5 ET_1",1,"L5 ET_1 (100.0%)","L5 PT ALM Slco2a1 (99.0%)","L5 PT ALM Slco2a1 (99.0%)","L5 PT ALM Slco2a1","99.0%)","99.0","","L5",2417,543.91,"Fede",13,"690",251.2,523.8,1445.688,"y",NA,99,-1.36474471660177,-1.36474471660177,"20180102_sample_1",3.74725218201706,90.9533314406872,0.789739764299492,0.972043019216583,0.257115464153723,-43.0283024907112,1.52000000000002,0,-2.68858671188354,0,0.0169578053071397,0.791666666666667,1.4875549530701,0.498609785631818,127.759576916695,224.28,109.16,9,25.2983393077228,6.92995164364012,0,-67.4042143344879,60,44.6317729043955,1.44218104409476,0.49208,0.8,3.72306329000165,0,"Glutamatergic","L5.PT_on",208.960293126027,0.963910096787758,NA,0.516177751149297,-Inf,0.254143954701985,NA,0.261897465334504,0.162242508797075,0.145527924679852,NA,NA,0.152302039933649
"17",17,"20180102_sample_2","20180102_slice_2",2018-01-02,"sample 2","mouse_HXCVU",2017-10-19,75,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1500863,2292323,484154,1,20942,"IT","L5 IT_1",0.61,"L5 IT_1 (60.9%), L5 IT_2 (23.9%), L5 IT_3 (8.9%)","L5 IT ALM Gkn1 Pcdh19 (57.0%), L5 IT ALM Cpa6 Gpr88 (21.0%), L5 IT VISp Col27a1 (18.0%)","L5 IT ALM Gkn1 Pcdh19 (57.0%), L5 IT ALM Cpa6 Gpr88 (21.0%), L5 IT VISp Col27a1 (18.0%)","L5 IT ALM Gkn1 Pcdh19","57.0%), L5 IT ALM Cpa6 Gpr88","57.0",", L5 IT ALM Cpa6 Gpr88","L5",1808,778.66,"Fede",12,"717.8",266.7,585.6,1616.256,NA,NA,57,3.7181669471547,-1.36474471660176,"20180102_sample_2",3.75511596408599,92.0249074697495,0.571530649289602,1.02665758421682,0.242162607424946,-41.7502671480179,1.60000000000002,0,-0.6868876516819,0.673952641165756,0.00536906662728385,10.0526315789474,2.84369625729316,0.34590174213649,220.187813714147,69.92,41.72,14,21.8061899001359,3.23107423127438,0,-61.2797762535512,40,0,1.09542418686507,0,0.75,4.41093104529968,0,"Glutamatergic","L5.IT_on",219.690640756132,1.01340797156564,NA,0.572421377668348,Inf,0.215823994531909,NA,0.222239154957506,0.136356735077379,0.216771075135568,NA,NA,0.178996497988914
"18",18,"20180102_sample_3","20180102_slice_3",2018-01-02,"sample 3","mouse_HXCVU",2017-10-19,75,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",451976,633174,107891,1,15478,"ET","L5 ET_1",1,"L5 ET_1 (99.7%)","L5 PT ALM Slco2a1 (94.0%), L5 PT VISp Krt80 (6.0%)","L5 PT ALM Slco2a1 (94.0%), L5 PT VISp Krt80 (6.0%)","L5 PT ALM Slco2a1","94.0%), L5 PT VISp Krt80","94.0",", L5 PT VISp Krt80","L5",2456,582.7,"Fede",11,"801.6",305.5,533.9,1473.564,"y",NA,94,6.49380550724718,5.99023030422267,"20180102_sample_3",1.18240495327598,88.6104926466942,0.936613487007089,0.994892744797825,0.139220727729334,-32.6241068542004,1.76000000000004,0,-5.75397163629532,0.181270903010034,0.0015380072689596,1.37546468401487,1.10517172337216,0.2120709008036,144.128317780793,334.88,110.84,18,20.8919934947413,0.521762163762197,0,-62.628464461863,63.1578947368421,0,1.04968482297621,0,0.8,3.95811905862892,0,"Glutamatergic","L5.PT_on",221.974277986077,1.02394213071336,NA,0.510195145103757,Inf,0.249740799418194,NA,0.291397543782207,0.315999816900318,0.1683745401412,NA,NA,0.120871472279646
"19",19,"20180102_sample_4","20180102_slice_4",2018-01-02,"sample 4","mouse_HXCVU",2017-10-19,75,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",8136289,9307202,2326755,1,21702,"ET","L5 ET_1",0.92,"L5 ET_1 (91.7%), L5 ET_4 (4.0%)","L5 PT VISp Krt80 (53.0%), L5 PT ALM Slco2a1 (47.0%)","L5 PT VISp Krt80 (53.0%), L5 PT ALM Slco2a1 (47.0%)","L5 PT VISp Krt80","53.0%), L5 PT ALM Slco2a1","53.0",", L5 PT ALM Slco2a1","L5",2003,717.83,"Fede",11,"716",307.9,536.7,1481.292,"y",NA,53,3.59565769048823,4.58259700054665,"20180102_sample_4",4.51353065810617,96.5481325984001,0.60936638597616,1.06182913059735,0.270584085909417,-48.231165856123,1.44,0,2.15661898255348,0.306740027510316,0.00356139266198283,3.64285714285714,1.94690765343401,0.307860986143069,161.243067290634,85.16,54.48,16,23.0187651012704,4.52220440208434,0,-67.4653268247843,60,33.5394453807177,1.27851677534443,0.38708,0.777777777777778,3.87072900104439,0,"Glutamatergic","L5.PT_on",200.198034650264,0.923490793727351,NA,0.505924470321152,-Inf,0.234074217547057,NA,0.295959072187522,0.231313532901636,0.187895041872007,NA,NA,0.101095961434787
"20",20,"20180102_sample_5","20180102_slice_5",2018-01-02,"sample 5","mouse_HXCVU",2017-10-19,75,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",5405143,4146131,1093120,1,20304,"IT","L4/5 IT_2",0.86,"L4/5 IT_2 (86.0%), L5 IT_1 (5.9%), L5 ET_2 (3.1%)","L5 IT ALM Lypd1 Gpr88 (82.0%), L5 IT VISp Hsd11b1 Endou (9.0%), L5 IT ALM Tmem163 Arhgap25 (4.0%)","L5 IT ALM Lypd1 Gpr88 (82.0%), L5 IT VISp Hsd11b1 Endou (9.0%), L5 IT ALM Tmem163 Arhgap25 (4.0%)","L5 IT ALM Lypd1 Gpr88","82.0%), L5 IT VISp Hsd11b1 Endou","82.0",", L5 IT VISp Hsd11b1 Endou","L5",2053,524.61,"Fede",12,"589.5",218.8,557.6,1538.976,"y",NA,82,9.2366140323715,9.45366434271685,"20180102_sample_5",0.928787546004068,98.4029807150364,0.881057229312012,0.98564503788232,0.11196775358807,-43.3678105473518,1.75999999999998,0,-1.29996985197067,0.253661685758164,0.00298966226770806,1.34938621340888,1.48476052249637,0.224330641983818,152.795269380191,218.04,101.12,11,22.6206128596452,5.20361027842317,0,-63.1254733085632,20,0,1.15379698694563,0,0.833333333333333,5.26915091532266,0,"Glutamatergic","L5.IT_on",237.263366748366,1.09446896051526,NA,0.435586648595245,Inf,0.389815549091659,NA,0.18494995882637,0.588133639852982,0.244831199532716,NA,NA,0.098767386452782
"21",21,"20180103_sample_1","20180103_slice_1",2018-01-03,"sample 1","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",441628,616429,103467,2,13790,"ET","L5 ET_1",0.91,"L5 ET_1 (91.3%), L5 ET_4 (5.1%)","L5 PT VISp Krt80 (93.0%), Oligo Synpr (4.0%)","L5 PT VISp Krt80 (93.0%), Oligo Synpr (4.0%)","L5 PT VISp Krt80","93.0%), Oligo Synpr","93.0",", Oligo Synpr","L5",2169,739.17,"Fede",11,"860.7",307.2,566.3,1562.988,NA,NA,93,4.26054839600632,2.34566980259897,"20180103_sample_1",4.71763735151644,94.370249658823,0.684545858430835,1.00934729777943,0.26678250373092,-45.0772568583488,1.39999999999998,0,1.66894122958183,0.539280958721705,0.00445992098287348,6.08403361344538,2.15545959285937,0.340079186401971,118.752089922627,101.48,64.12,16,22.3840019817421,5.07343542880458,0,-64.5649971812963,60,37.7424543887379,1.25204497670923,0.4334,0.777777777777778,3.76287521165151,0,"Glutamatergic","L5.PT_on",160.600393355556,0.740831372255692,NA,0.358472464040178,-Inf,0.214675311620964,NA,0.188744081722672,0.160482095576492,0.821239467051202,NA,NA,0.115117510280985
"22",22,"20180103_sample_2","20180103_slice_2",2018-01-03,"sample 2","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",7817990,13265394,2283480,1,22341,"ET","L5 ET_1",0.95,"L5 ET_1 (95.0%)","L5 PT ALM Slco2a1 (99.0%)","L5 PT ALM Slco2a1 (99.0%)","L5 PT ALM Slco2a1","99.0%)","99.0","","L5",2148,736.07,"Fede",10,"1001.9",363.3,578.9,1597.764,"y",NA,99,-0.300189934078064,-0.917068785420457,"20180103_sample_2",2.48241631590958,93.3276265859604,0.71228846219191,1.00731970323206,0.214480283129778,-47.7445349097252,1.20000000000001,0,3.841333091259,0.704517704517704,0.00231800024013049,12.6813725490196,3.95621224507272,0.299620349578025,76.6650081142074,76.24,53.24,24,18.6813107922091,5.79092296512326,0,-67.6823491603136,61.3333333333333,45.5198915873468,1.40713338762232,0.52408,0.846153846153846,3.40621813894392,0,"Glutamatergic","L5.PT_on",211.806763911976,0.977040543198134,NA,0.563354414870922,-Inf,0.187394802448057,NA,0.308490447572711,0.114139134519528,0.211274730892668,NA,NA,0.140835901104094
"23",23,"20180103_sample_3","20180103_slice_3",2018-01-03,"sample 3","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1377121,78374,53639,2,10559,"ET","L5 ET_1",0.98,"L5 ET_1 (98.0%)","L5 PT ALM Slco2a1 (100.0%)","L5 PT ALM Slco2a1 (100.0%)","L5 PT ALM Slco2a1","100.0%)","100.0","","L5",2083,368.84,"Fede",10,"1060.8",389.4,669.1,1846.716,NA,NA,100,6.34341363488836,4.74808097548254,"20180103_sample_3",1.52696563283221,93.8943661749363,0.903416879123986,0.991393136615344,0.156330467189012,-35.6613285839558,1.20000000000001,0,-1.24377757310867,0.556179775280899,0.00143558553936658,2.11809523809524,1.13791188174714,0.242734400740724,120.045825294441,114.32,61.32,25,12.8381758574327,3.01988261401033,0,-64.2781575635076,90,33.4465930713714,1.181623023433,0.36516,0.785714285714286,3.68348048816977,0,"Glutamatergic","L5.PT_on",222.026641980962,1.02418367987384,NA,0.439792705347237,Inf,0.0736119504940956,NA,0.0988130609745809,0.112563494573713,0.0664282575788873,NA,NA,0.0129616948412318
"24",24,"20180103_sample_4","20180103_slice_4",2018-01-03,"sample 4","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1192979,85242,84992,2,5990,"low quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,116.17,"Fede",6,"1105.8",391.5,581.7,1605.492,NA,NA,NA,11.5777642864025,10.0224549945494,"20180103_sample_4",3.97287637911689,94.8519296944141,0.964388711467302,0.988667816317473,0.264630780015711,-36.7462746798992,1.20000000000001,0,-1.64110958576202,0.608391608391609,0.00113916883898135,1.48953744493392,1.15737730961344,0.213741750607436,76.1711687147617,98.4,62.88,25,12.4819221543406,0.84923566931699,0,-63.5850475609302,164,0,1.09566226562081,0,0.846153846153846,3.58220008807915,0,"Glutamatergic","L6.CT_on",58.9119108390237,0.271753953008416,NA,0.068252656922797,-Inf,0.120146658769983,NA,0.00968840633717245,0.748492278932498,0.138219431957141,NA,NA,0.0665576919375401
"25",25,"20180103_sample_5","20180103_slice_5",2018-01-03,"sample 5","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",688127,1781619,235324,2,14498,"IT","L5 IT_1",0.97,"L5 IT_1 (97.1%)","L5 IT ALM Cpa6 Gpr88 (81.0%), L5 IT ALM Gkn1 Pcdh19 (13.0%), L5 IT ALM Lypd1 Gpr88 (4.0%)","L5 IT ALM Cpa6 Gpr88 (81.0%), L5 IT ALM Gkn1 Pcdh19 (13.0%), L5 IT ALM Lypd1 Gpr88 (4.0%)","L5 IT ALM Cpa6 Gpr88","81.0%), L5 IT ALM Gkn1 Pcdh19","81.0",", L5 IT ALM Gkn1 Pcdh19","L5",1751,734.5,"Fede",8,"858.3",291.3,550.6,1519.656,NA,NA,81,5.06211786383006,5.13005046935765,"20180103_sample_5",1.79499375194894,80.3433544933796,0.914292979584907,0.993582194487726,0.178402362294322,-33.4578566253185,1.51999999999997,0,-7.87836685776711,0.36896046852123,0.00170744191995907,1.68402366863905,1.14485468087054,0.222061129914195,104.025816102823,151.24,79.96,18,18.8105359596378,1.37386168749866,0,-64.2559457734227,100,0,1.02827271598489,0,0.8,3.75190753089347,0,"Glutamatergic","L5.IT_on",210.15198091368,0.969407217190651,NA,0.550231983809772,-Inf,0.155017486562856,NA,0.163501829086501,0.240001163886003,0.0942255601160027,NA,NA,0.028517775279732
"26",26,"20180103_sample_6","20180103_slice_6",2018-01-03,"sample 6","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1689601,2614811,422908,2,14013,"IT","L5 IT_1",0.99,"L5 IT_1 (99.1%)","L5 IT ALM Cpa6 Gpr88 (45.0%), L5 IT ALM Lypd1 Gpr88 (30.0%), L5 IT ALM Gkn1 Pcdh19 (13.0%)","L5 IT ALM Cpa6 Gpr88 (45.0%), L5 IT ALM Lypd1 Gpr88 (30.0%), L5 IT ALM Gkn1 Pcdh19 (13.0%)","L5 IT ALM Cpa6 Gpr88","45.0%), L5 IT ALM Lypd1 Gpr88","45.0",", L5 IT ALM Lypd1 Gpr88","L5",2186,451.87,"Fede",10,"1061.2",393.1,659.8,1821.048,NA,NA,45,5.4776251426589,2.1040669144757,"20180103_sample_6",1.52585033024118,91.4979316294193,0.848975286597318,0.996385367842956,0.154822918344155,-36.7370918393135,1.51999999999997,0,0.230226665735245,0.357907253269917,0.00165885780695239,1.58114558472554,1.14649500685922,0.230668620710206,134.745468137165,159.28,83.6,20,16.9351585124298,0.973392595871822,0,-64.1132577821612,100,0,1.06035798928172,0,0.818181818181818,3.7197128315615,0,"Glutamatergic","L5.IT_on",216.665687313909,0.999454204935375,NA,0.493359666804429,-Inf,0.167706155039114,NA,0.122982588236096,0.14586388577337,0.0961559269299621,NA,NA,0.0719797939643165
"27",27,"20180103_sample_7","20180103_slice_7",2018-01-03,"sample 7","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1118512,1255511,193438,1,13201,"IT","L5 IT_1",0.93,"L5 IT_1 (92.9%), L4/5 IT_2 (3.6%)","L5 IT ALM Cpa6 Gpr88 (41.0%), L5 IT ALM Cbln4 Fezf2 (27.0%), L5 IT ALM Lypd1 Gpr88 (13.0%)","L5 IT ALM Cpa6 Gpr88 (41.0%), L5 IT ALM Cbln4 Fezf2 (27.0%), L5 IT ALM Lypd1 Gpr88 (13.0%)","L5 IT ALM Cpa6 Gpr88","41.0%), L5 IT ALM Cbln4 Fezf2","41.0",", L5 IT ALM Cbln4 Fezf2","L5",1639,538.97,"Fede",12,"571.6",213.8,552.8,1525.728,"y",NA,41,-0.323033435096639,-1.36474471660176,"20180103_sample_7",3.40481302072821,95.2253863215446,0.725982187614579,1.00328832796221,0.247257296230798,-44.3471148610115,1.31999999999999,0,-0.778272747993469,0.419548872180451,0.00336264411725693,3.88636363636364,1.75874282457354,0.350625005182239,242.000339242319,166.16,80.48,22,23.1667532053359,5.49688273892681,0,-63.142297321558,20,45.5404496003686,1.12416896893961,0.42852,0.571428571428571,3.85963750667466,0,"Glutamatergic","L5.IT_on",218.308008290404,1.00703004505183,NA,0.500512223254263,Inf,0.0375957146974509,NA,0.148018023680908,0.0435535258985978,0.152342025577981,NA,NA,0.0133596131693707
"28",28,"20180103_sample_8","20180103_slice_8",2018-01-03,"sample 8","mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1959765,1536151,257920,2,12909,"IT","L5 IT_3",0.54,"L5 IT_3 (54.3%), L5 IT_1 (22.6%), L5 IT_2 (12.4%)","L5 IT VISp Col27a1 (67.0%), L5 IT ALM Cpa6 Gpr88 (19.0%), L5 IT ALM Gkn1 Pcdh19 (10.0%)","L5 IT VISp Col27a1 (67.0%), L5 IT ALM Cpa6 Gpr88 (19.0%), L5 IT ALM Gkn1 Pcdh19 (10.0%)","L5 IT VISp Col27a1","67.0%), L5 IT ALM Cpa6 Gpr88","67.0",", L5 IT ALM Cpa6 Gpr88","L5",1980,393.33,"Fede",10,"605.9",219.5,505.5,1395.18,NA,NA,67,6.7998844589091,-1.36474471660176,"20180103_sample_8",1.6146757597775,94.1664353013039,0.937955692540818,0.996540439604428,0.158941776997381,-33.2421325147152,1.12000000000001,2.14264541864395,-5.70572540163994,0.653206650831354,0.00175441087884918,1.54181138124499,1.50232424972812,0.26642238116584,125.893601328135,106.48,64.12,25,10.6028410515716,1.13006412900823,0,-69.7200758188963,140,0,1.10225722264447,0,0.785714285714286,3.28996489956094,0,"Glutamatergic","L5.IT_on",210.171365707401,0.969496637042201,NA,0.470509331418295,-Inf,0.176878737985958,NA,0.0872361689083428,0.0941114575682365,0.0899207760970381,NA,NA,0.0716386687858059
"29",29,"20180104_sample_1","20180104_slice_1",2018-01-04,"sample 1","mouse_UALZV",2017-10-27,69,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",112690,13545,14594,2,3182,"low quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,56.29,"Fede",7,"625",245.7,512,1413.12,NA,NA,NA,9.89338455471006,10.130334501763,"20180104_sample_1",2.05767282742791,89.4986763596535,0.851100547115893,0.985905629455277,0.186859238179174,-36.7757715284824,1.47999999999998,0,-4.54543903470039,0.333707029498299,0.00203136423562781,1.06160616061606,1.30993000288356,0.212319994103581,100.513617676993,151.4,96.48,14,16.6591246703313,1.06319015064886,0,-65.9404113084078,120,0,1.1103420053796,0,0.75,3.81906793855056,0,"Glutamatergic","L6.IT_on",77.5050325423783,0.357521911468629,NA,0.215111709564219,-Inf,0.321125654150134,NA,-0.00788781298737544,0.170607620701081,0.0526583938332448,NA,NA,-0.00112600528629314
"30",30,"20180104_sample_2","20180104_slice_2",2018-01-04,"sample 2","mouse_UALZV",2017-10-27,69,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",326578,569047,68680,2,10261,"IT","L5 IT_3",0.48,"L5 IT_3 (48.0%), L5 IT_1 (46.3%), L5 IT_2 (4.9%)","L5 IT VISp Col27a1 (55.0%), L5 IT ALM Cpa6 Gpr88 (18.0%), L4 IT VISp Rspo1 (12.0%)","L5 IT VISp Col27a1 (55.0%), L5 IT ALM Cpa6 Gpr88 (18.0%), L4 IT VISp Rspo1 (12.0%)","L5 IT VISp Col27a1","55.0%), L5 IT ALM Cpa6 Gpr88","55.0",", L5 IT ALM Cpa6 Gpr88","L5",2295,331.83,"Fede",10,"642.6",249.8,599.1,1653.516,NA,NA,55,3.88151812905112,-1.36474471660176,"20180104_sample_2",2.16487673879773,85.3211544454098,0.684777524937692,1.00607145438084,0.201607975786468,-34.4773419201374,1.44,0,-3.61957773566246,0,0.00215621917884871,1.44155844155844,1.44424110995608,0.307018116040414,195.810905005783,162.16,73.76,26,17.3480470468276,2.56623132653668,0,-66.0221913784742,63.7037037037037,0,1.14597890825475,0,0.625,3.8692550773065,0,"Glutamatergic","L5.IT_on",219.866573160834,1.0142195277647,NA,0.543156216982929,Inf,0.0653525742117875,NA,0.098726702251724,0.115254206443791,0.112306263095208,NA,NA,0.0657694201818222
